Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Physical_Achievement_Percent,Beneficiaries_Target,Beneficiaries_Covered,Beneficiary_Coverage_Percent,Status
2024-25,2021-06-07,West Bengal,Siliguri,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,619.66,508.65,468.23,92.05,373,372.0,99.73190348525469,801,805.0,100.49937578027466,Completed
2022-23,2022-09-29,Maharashtra,Kolhapur,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,285.17,221.95,147.98,66.67,431,186.0,43.1554524361949,3409,1538.0,45.11586975652684,Ongoing
2024-25,2022-11-15,Bihar,Bhagalpur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,704.49,362.16,314.46,86.83,299,297.0,99.33110367892976,2759,2731.0,98.9851395433128,Completed
2022-23,2021-10-27,Gujarat, Rajkot,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,32.04,18.19,6.85,37.66,329,301.0,91.48936170212765,3934,3386.0,86.07015760040672,Delayed
2024-25,2023-12-26,Bihar,Gaya,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,301.09,194.4,174.44,81.965,42,0.0,0.0,512,1202.0,234.765625,Not Started
2022-23,2024-04-25,Tamil Nadu,Chennai,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Urban Local Body (ULB),137.46,70.3,0.0,0.0,277,0.0,0.0,3069,0.0,0.0,Not Started
2024-25,2024-03-17,Maharashtra,Nashik,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,372.36,273.13,252.16,92.32,338,338.0,100.0,1427,1434.0,100.49053959355292,Completed
2024-25,2023-09-20,Maharashtra,Pune,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,69.6,63.22,62.32,98.58,203,202.0,99.50738916256158,1059,1034.0,97.63928234183192,Completed
2023-24,2024-01-15,Madhya Pradesh,Bhopal,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,240.06,141.53,0.0,0.0,468,0.0,0.0,1172,0.0,0.0,Not Started
2023-24,2025-01-04,Karnataka,Mangaluru,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,165.1,93.67,67.82,72.4,341,249.0,73.02052785923753,880,590.0,67.04545454545455,Delayed
2023-24,2025-01-12,Tamil Nadu,Tiruchirappalli ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,691.65,495.0,174.44,81.965,384,13.0,3.3854166666666665,2497,78.0,3.123748498197837,Ongoing
2024-25,2022-05-20,Karnataka,Bengaluru,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,433.0,258.73,229.51,88.71,351,351.0,100.0,2756,2766.0,100.36284470246734,Completed
2023-24,2024-07-23,Uttar Pradesh,Agra,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,295.44,219.31,0.0,0.0,460,0.0,0.0,635,1202.0,189.29133858267718,Not Started
2024-25,2024-10-11,Bihar,Muzaffarpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Urban Local Body (ULB),344.61,186.18,148.94,80.0,152,150.0,98.68421052631578,4959,4878.0,98.36660617059891,Ongoing
2022-23,2024-02-07,Tamil Nadu,coimbatore,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,711.17,702.85,403.94,57.47,29,5.0,17.24137931034483,495,83.0,16.767676767676768,Delayed
2021-22,2021-09-21,Madhya Pradesh,Jabalpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,61.08,53.21,174.44,81.965,467,466.0,99.78586723768737,1759,1711.0,97.27117680500285,Completed
2022-23,2021-04-28,Uttar Pradesh,varanasi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),270.52,240.69,221.83,92.16,112,110.0,98.21428571428571,3940,3947.0,100.17766497461929,Completed
2022-23,2023-04-02,Maharashtra,Pune,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,457.14,316.83,193.56,61.09,89,20.0,22.47191011235955,930,202.0,21.72043010752688,Ongoing
2021-22,2024-05-22,Karnataka,Mysuru,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,199.5,156.06,147.1,94.26,475,475.0,100.0,184,187.0,101.63043478260869,Completed
2022-23,2022-05-07,Bihar,patna,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,526.4,272.49,115.49,42.38,49,44.0,89.79591836734694,450,372.0,82.66666666666667,Delayed
2021-22,2022-04-18,Kerala,Thiruvananthapuram,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,323.77,277.08,167.08,60.3,390,320.0,82.05128205128204,3364,2573.0,76.48632580261592,Ongoing
2022-23,2022-12-29,Madhya Pradesh,jabalpur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),State Nodal Agency,62.9,55.86,52.48,93.95,299,297.0,99.33110367892976,993,956.0,96.27391742195368,Completed
2023-24,2024-01-03,West Bengal,Kolkata,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,NGO / Partner Organisation,682.25,342.46,301.06,87.91,193,192.0,99.48186528497409,391,380.0,97.18670076726342,Completed
2024-25,2022-01-13,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,519.92,293.09,262.21,89.46,207,205.0,99.03381642512076,3982,3828.0,96.13259668508287,Completed
2021-22,2024-02-23,Madhya Pradesh, Indore,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Gram Panchayat,619.73,314.06,311.02,99.03,363,114.0,31.40495867768595,4139,1285.0,31.046146412176856,Ongoing
2023-24,2021-07-23,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,716.26,572.1,376.47,65.8,90,72.0,80.0,4726,3967.0,83.939906898011,Ongoing
2024-25,2021-05-02,Uttar Pradesh,Lucknow ,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,695.18,507.24,0.0,0.0,203,0.0,0.0,4583,0.0,0.0,Not Started
2021-22,2025-02-21,Bihar,Darbhanga,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),District Panchayat / Zilla Parishad,474.76,444.82,399.4,89.79,384,382.0,99.47916666666666,2659,2665.0,100.22564874012787,Completed
2022-23,2024-06-25,Madhya Pradesh,Ujjain,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,646.72,324.01,309.8,95.61,21,21.0,100.0,2132,1996.0,93.62101313320825,Completed
2023-24,2022-08-26,Madhya Pradesh,Ujjain,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),NGO / Partner Organisation,444.91,419.97,160.72,38.27,431,221.0,51.27610208816705,4687,1202.0,25.64540217623213,Ongoing
2022-23,2024-01-28,Kerala,Kozhikode,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,744.78,483.91,460.32,95.13,65,63.0,96.92307692307692,370,331.0,89.45945945945945,Ongoing
2024-25,2021-07-01,Kerala,Thiruvananthapuram,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,771.81,740.73,659.14,88.99,106,104.0,98.11320754716981,1998,1941.0,97.14714714714715,Completed
2022-23,2023-05-04,Madhya Pradesh,Bhopal,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),NGO / Partner Organisation,198.42,138.73,0.0,0.0,152,0.0,0.0,60,0.0,0.0,Not Started
2023-24,2025-03-12,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),174.97,154.99,139.83,90.22,356,356.0,100.0,4458,4406.0,98.83355764917003,Completed
2024-25,2022-02-07,Maharashtra,Aurangabad ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,91.13,86.45,30.7,35.51,484,389.0,80.37190082644628,2611,2193.0,83.99080811949445,Delayed
2024-25,2021-06-20,Karnataka,Belagavi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,115.77,89.08,66.88,75.08,325,196.0,60.30769230769231,459,257.0,55.99128540305011,Delayed
2023-24,2022-10-01,Uttar Pradesh, Varanasi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,503.94,438.18,383.93,87.62,446,444.0,99.55156950672645,2412,2426.0,100.5804311774461,Completed
2024-25,2022-07-23,Madhya Pradesh, Jabalpur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),527.86,467.74,425.61,90.99,387,211.0,54.52196382428941,2275,1140.0,50.10989010989011,Delayed
2023-24,2024-03-30,Tamil Nadu,Madurai,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),State Nodal Agency,759.11,709.43,0.0,0.0,107,0.0,0.0,2940,0.0,0.0,Not Started
2023-24,2023-04-01,Rajasthan,Kota,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,695.48,620.0,613.06,98.88,178,177.0,99.43820224719101,2654,2656.0,100.07535795026374,Completed
2024-25,2023-10-07,West Bengal,Durgapur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,348.43,325.74,174.44,81.965,314,0.0,0.0,4535,0.0,0.0,Not Started
2023-24,2021-04-07,Gujarat,Rajkot,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,241.62,196.49,176.25,89.7,319,319.0,100.0,3506,1202.0,34.28408442669709,Completed
2023-24,2022-02-26,Madhya Pradesh, Ujjain,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,554.94,277.71,194.53,70.05,135,31.0,22.962962962962962,2578,573.0,22.226532195500386,Ongoing
2023-24,2023-05-01,West Bengal,Siliguri ,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,166.48,92.72,85.9,92.64,36,32.0,88.88888888888889,534,450.0,84.26966292134831,Ongoing
2022-23,2022-12-24,Bihar,Darbhanga,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,583.43,444.68,383.32,86.2,480,478.0,99.58333333333333,4445,4388.0,98.71766029246344,Completed
2021-22,2022-09-30,Kerala,kochi,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,413.31,283.49,165.74,58.46,325,279.0,85.84615384615385,1202,1040.0,86.522462562396,Ongoing
2023-24,2021-05-24,Gujarat,surat,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,494.26,257.0,98.04,38.15,49,2.0,4.081632653061225,3266,130.0,3.9804041641151255,Delayed
2023-24,2021-08-03,Uttar Pradesh,Kanpur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,224.04,148.69,133.16,89.56,387,385.0,99.48320413436691,4498,4189.0,93.13028012449978,Completed
2021-22,2021-12-04,Kerala,Kozhikode,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,258.8,184.2,172.56,93.68,281,280.0,99.644128113879,4574,4580.0,100.13117621337997,Completed
2023-24,2022-03-28,West Bengal,Siliguri,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),NGO / Partner Organisation,634.55,547.4,508.92,92.97,48,3.0,6.25,196,11.0,5.612244897959184,Ongoing
2022-23,2023-08-18,Rajasthan,Udaipur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),372.79,269.87,196.56,72.84,248,11.0,4.435483870967742,3641,151.0,4.147212304312002,Ongoing
2022-23,2024-09-27,Kerala,Kozhikode ,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,135.8,76.57,71.05,92.79,403,403.0,100.0,4426,4173.0,94.28377767736104,Completed
2024-25,2025-01-22,Kerala,Thrissur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,District Panchayat / Zilla Parishad,109.39,85.8,0.0,0.0,491,0.0,0.0,605,0.0,0.0,Not Started
2023-24,2025-01-11,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,368.96,273.36,250.92,91.79,489,489.0,100.0,4902,4657.0,95.00203998368013,Completed
2022-23,2024-03-19,Madhya Pradesh,Gwalior,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,699.75,602.77,579.27,96.1,366,365.0,99.72677595628416,4561,4515.0,98.99144924358694,Completed
2023-24,2024-09-21,Madhya Pradesh,Gwalior,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,40.97,31.31,27.27,87.1,62,61.0,98.38709677419355,4186,4001.0,95.58050645007167,Completed
2023-24,2024-07-04,Gujarat,Bhavnagar,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,153.99,143.12,135.07,94.38,162,162.0,100.0,2401,2379.0,99.08371511870054,Completed
2022-23,2023-06-11,Rajasthan,Jodhpur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,567.28,531.41,379.71,71.45,448,15.0,3.3482142857142856,3916,124.0,3.1664964249233916,Ongoing
2024-25,2024-07-19,Tamil Nadu,Coimbatore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,608.23,547.18,335.11,61.24,211,1.0,0.47393364928909953,2299,10.0,0.4349717268377556,Delayed
2023-24,2022-02-22,Tamil Nadu,madurai,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,50.7,41.79,0.0,0.0,471,0.0,0.0,3070,0.0,0.0,Not Started
2022-23,2023-10-02,Madhya Pradesh,Indore,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),Gram Panchayat,246.2,181.08,160.93,88.87,103,103.0,100.0,2138,2134.0,99.81290926099157,Completed
2022-23,2022-11-30,Madhya Pradesh,Jabalpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),State Nodal Agency,175.93,137.62,174.44,81.965,185,0.0,0.0,3520,0.0,0.0,Not Started
2023-24,2022-05-06,Karnataka,Mysuru ,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,718.11,514.51,483.65,94.0,135,134.0,99.25925925925925,3263,3055.0,93.62549800796812,Completed
2024-25,2024-12-07,Maharashtra,Nashik,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,534.8,449.16,0.0,0.0,60,0.0,0.0,3549,0.0,0.0,Not Started
2024-25,2022-05-11,Maharashtra,Aurangabad,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,252.27,191.59,82.04,42.82,128,72.0,56.25,489,248.0,50.715746421267895,Ongoing
2022-23,2024-09-21,Gujarat,Bhavnagar,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,129.57,84.01,73.7,87.73,177,175.0,98.87005649717514,3349,3147.0,93.96834876082413,Completed
2024-25,2024-06-28,Karnataka,Belagavi,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),State Nodal Agency,191.02,123.6,174.44,81.965,376,375.0,99.7340425531915,1236,1238.0,100.16181229773463,Completed
2021-22,2022-02-10,Uttar Pradesh,Varanasi,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),State Nodal Agency,288.7,198.27,110.37,55.67,431,242.0,56.148491879350345,1952,1098.0,56.25,Ongoing
2024-25,2022-11-21,Kerala,Thiruvananthapuram,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,74.02,50.23,174.44,81.965,90,30.0,33.33333333333333,3997,1346.0,33.675256442331744,Ongoing
2024-25,2024-12-31,West Bengal,Howrah,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,263.13,190.35,162.31,85.27,349,349.0,100.0,1601,1524.0,95.19050593379139,Completed
2024-25,2021-04-10,Rajasthan,Udaipur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Urban Local Body (ULB),517.17,296.89,266.11,89.63,10,9.0,90.0,4807,4429.0,92.13646765134179,Ongoing
2023-24,2024-12-03,Gujarat,Bhavnagar,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,71.15,53.95,44.88,83.19,5,0.0,0.0,4478,0.0,0.0,Ongoing
2022-23,2022-04-13,Bihar, Darbhanga,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,NGO / Partner Organisation,258.88,220.96,213.85,96.78,393,393.0,100.0,3582,3358.0,93.74651032942491,Completed
2024-25,2024-01-02,Gujarat,Ahmedabad,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,177.18,94.8,80.63,85.05,459,459.0,100.0,1322,1202.0,90.92284417549168,Completed
2023-24,2022-12-28,Kerala,Kochi,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,139.92,115.37,174.44,81.965,304,0.0,0.0,3688,0.0,0.0,Not Started
2023-24,2023-02-02,Rajasthan,Jaipur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,92.46,50.71,24.6,48.51,54,18.0,33.33333333333333,1788,574.0,32.10290827740492,Delayed
2024-25,2021-05-14,Gujarat,Bhavnagar,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),592.19,420.99,314.21,74.64,258,122.0,47.286821705426355,2184,1002.0,45.879120879120876,Delayed
2024-25,2021-05-04,West Bengal,Durgapur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,119.17,84.12,27.53,32.73,470,28.0,5.957446808510639,2522,144.0,5.709754163362411,Ongoing
2022-23,2024-04-19,Bihar,muzaffarpur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,84.7,43.69,20.73,47.45,152,39.0,25.657894736842106,803,211.0,26.276463262764633,Ongoing
2023-24,2024-12-13,Uttar Pradesh,Lucknow,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Urban Local Body (ULB),114.46,83.24,75.63,90.86,239,237.0,99.16317991631799,4967,4756.0,95.75196295550634,Completed
2023-24,2022-08-03,Tamil Nadu,Coimbatore,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,297.86,277.47,140.51,50.64,207,56.0,27.053140096618357,3595,890.0,24.756606397774686,Ongoing
2022-23,2021-09-24,Tamil Nadu,Madurai,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,270.25,218.39,174.44,81.965,455,455.0,100.0,3918,3536.0,90.25012761613068,Completed
2024-25,2023-02-11,Madhya Pradesh,Indore,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,198.67,185.44,0.0,0.0,234,0.0,0.0,4414,0.0,0.0,Not Started
2023-24,2021-06-01,Karnataka,mangaluru,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),NGO / Partner Organisation,630.2,401.45,191.99,47.82,82,56.0,68.29268292682927,4666,3153.0,67.57393913416202,Ongoing
2022-23,2022-10-01,Tamil Nadu,Tiruchirappalli,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,59.41,56.8,49.09,86.43,280,279.0,99.64285714285714,4909,4520.0,92.07577918109595,Completed
2023-24,2021-06-19,Karnataka,Hubballi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),35.23,21.04,20.01,95.1,161,160.0,99.37888198757764,1577,1568.0,99.42929613189601,Completed
